"id","group_code","group_name","sub_code","task_name","ly_trinh","unit","design_quantity"
"449","3","Thoát Nước Mưa","3.22.10","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.0512"
"450","3","Thoát Nước Mưa","3.22.11","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"451","3","Thoát Nước Mưa","3.22.12","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","16.88"
"452","3","Thoát Nước Mưa","3.23","Ga giao cắt D1250, Htb=2.19m; H thân ga =1.6m",,,
"453","3","Thoát Nước Mưa","3.23.1","Thi công lớp đá đệm móng",,"m3","0.828"
"454","3","Thoát Nước Mưa","3.23.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.414"
"455","3","Thoát Nước Mưa","3.23.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.5731"
"456","3","Thoát Nước Mưa","3.23.4","Công tác gia công lắp dựng cốt thép. Cốt thép móng, đường kính cốt thép <= 10mm",,"tấn","0.0089"
"457","3","Thoát Nước Mưa","3.23.5","Công tác gia công lắp dựng cốt thép. Cốt thép móng, đường kính cốt thép <= 18mm",,"tấn","0.4196"
"458","3","Thoát Nước Mưa","3.23.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0126"
"459","3","Thoát Nước Mưa","3.23.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","0.3203"
"460","3","Thoát Nước Mưa","3.23.8","Chèn vữa vị trí nối cống D1250, vữa XM mác 100",,"mối nối","2"
"461","3","Thoát Nước Mưa","3.23.9","Chèn vữa vị trí nối cống D300, vữa XM mác 100",,"mối nối","2"
"462","3","Thoát Nước Mưa","3.23.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","0.4305"
"463","3","Thoát Nước Mưa","3.23.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.1031"
"464","3","Thoát Nước Mưa","3.23.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","1"
"465","3","Thoát Nước Mưa","3.23.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","21.7"
"466","3","Thoát Nước Mưa","3.24","Ga giao cắt D1500, Htb= 3.59m; H thân ga=3m",,,
"467","3","Thoát Nước Mưa","3.24.1","Thi công lớp đá dăm đệm móng",,"m3","1.872"
"468","3","Thoát Nước Mưa","3.24.2","Bê tông lót móng, đá 4x6, mác 100",,"m3","0.936"
"469","3","Thoát Nước Mưa","3.24.3","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","9.3401"
"470","3","Thoát Nước Mưa","3.24.4","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.0345"
"471","3","Thoát Nước Mưa","3.24.5","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 18mm",,"tấn","1.548"
"472","3","Thoát Nước Mưa","3.24.6","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép > 18mm",,"tấn","0.0461"
"473","3","Thoát Nước Mưa","3.24.7","Sơn sắt thép bằng sơn các loại, 1 nước lót, 2 nước phủ",,"m2","1.1744"
"474","3","Thoát Nước Mưa","3.24.8","Chèn vữa vị trí nối cống D300 vữa XM mác 100",,"mối nối","4"
"475","3","Thoát Nước Mưa","3.24.9","Chèn vữa vị trí nối cống D1500 vữa XM mác 100",,"mối nối","4"
"476","3","Thoát Nước Mưa","3.24.10","Bê tông tấm đan, đá 1x2, mác 250",,"m3","1.005"
"477","3","Thoát Nước Mưa","3.24.11","Công tác gia công, lắp đặt cốt thép. Cốt thép tấm đan",,"tấn","0.2411"
"478","3","Thoát Nước Mưa","3.24.12","Cung cấp và lắp đặt Nắp hố ga khung dương gang cầu KT890x890x70mm D650mm, tải trọng 25T",,"cái","2"
"479","3","Thoát Nước Mưa","3.24.13","Quét nhựa bitum thành ngoài hố ga (2 lớp)",,"m2","114.944"
"480","3","Thoát Nước Mưa","3.25","Cửa xả",,,
"481","3","Thoát Nước Mưa","3.25.1","Đóng cọc tre, chiều dài cọc <= 2,5m",,"100m","20.4008"
"482","3","Thoát Nước Mưa","3.25.2","Thi công lớp đá dăm đệm móng",,"m3","5.1003"
"483","3","Thoát Nước Mưa","3.25.3","Xây đá hộc, xây móng, chiều dày > 60cm, vữa XM mác 100",,"m3","22.6827"
"484","3","Thoát Nước Mưa","3.25.4","Xây đá hộc, xây tường thẳng, chiều dày <= 60cm, vữa XM mác 100",,"m3","14.1931"
"485","3","Thoát Nước Mưa","3.26","Cừ larsen",,,
"486","3","Thoát Nước Mưa","3.26.1","Thi công cừ larsen",,"100m","14.52"
"487","3","Thoát Nước Mưa","3.27","Phá dỡ và hoàn trả kết cấu đường",,,
"488","3","Thoát Nước Mưa","3.27.1","Phá dỡ lớp mặt đường bê tông nhựa",,"m3","18.6"
"489","3","Thoát Nước Mưa","3.27.2","Rải thảm mặt đường bê tông nhựa hạt mịn C9.5, chiều dày mặt đường đã lèn ép 5 cm",,"100m2","0.3"
"490","3","Thoát Nước Mưa","3.27.3","Tưới lớp dính bám mặt đường, lượng nhựa 0,5 kg/m2",,"100m2","0.3"
"491","3","Thoát Nước Mưa","3.27.4","Rải thảm mặt đường bê tông nhựa hạt trung C12.5, chiều dày mặt đường đã lèn ép 7 cm",,"100m2","0.3"
"492","3","Thoát Nước Mưa","3.27.5","Tưới lớp dính bám mặt đường, lượng nhựa 1,5 kg/m2",,"100m2","0.3"
"493","3","Thoát Nước Mưa","3.27.6","Thi công móng cấp phối đá dăm lớp trên",,"100m3","0.06"
"494","3","Thoát Nước Mưa","3.27.7","Thi công móng cấp phối đá dăm lớp dưới",,"100m3","0.09"
"495","3","Thoát Nước Mưa","3.27.8","Đắp đất nền đường, độ chặt yêu cầu K=0,98",,"100m3","0.09"
"496","3","Thoát Nước Mưa","3.28","Phá dỡ và hoàn trả kết cấu vỉa hè",,,
"497","3","Thoát Nước Mưa","3.28.1","Phá dỡ kết cấu nền gạch hiện trạng",,"m3","73.2"
"498","3","Thoát Nước Mưa","3.28.2","Lát gạch vỉa hè gạch block tự chèn, chiều dày 5,5cm",,"m2","488"
"499","3","Thoát Nước Mưa","3.28.3","Đắp cát công trình, độ chặt yêu cầu K=0,90",,"100m3","0.488"
"500","3","Thoát Nước Mưa","3.28.4","Đào xúc phế thải lên phương tiện vận chuyển và vận chuyển đổ thải",,"100m3","0.732"
"501","3","Thoát Nước Mưa","3.28.5","Cung cấp và lắp đặt Bơm chìm nước thải có cánh cắt rác. Q= 65 m3/h, H= 14 m",,"1 máy","2"
"502","3","Thoát Nước Mưa","3.28.6","Cung cấp và lắp đặt cửa phai D400 INOX 304",,"tấn","0.2"
"503","3","Thoát Nước Mưa","3.29","Đường ống",,,
"504","3","Thoát Nước Mưa","3.29.1","Đào móng đường ống bằng máy, đất cấp II",,"100m3","70.6822"
"505","3","Thoát Nước Mưa","3.29.2","Đào đường ống bằng thủ công, đất cấp II",,"m3","372.0115"
"506","3","Thoát Nước Mưa","3.29.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 (tận dụng đất đào)",,"100m3","38.3138"
"507","3","Thoát Nước Mưa","3.29.4","Đắp cát công trình, độ chặt yêu cầu K=0,90 (cát mua mới )",,"100m3","28.4803"
"508","3","Thoát Nước Mưa","3.29.5","Vận chuyển đất trong phạm vi <= 500m",,"100m3","32.3684"
"509","3","Thoát Nước Mưa","3.29.6","Thi công Cống BTCT D300- chịu tải HL93",,"md","98"
"510","3","Thoát Nước Mưa","3.29.7","Thi công Cống BTCT D300- chịu tải VH",,"md","2573"
"511","3","Thoát Nước Mưa","3.29.8","Đế Thi công Cống BTCT D300",,"cái","3204"
"512","3","Thoát Nước Mưa","3.29.9","Lắp đặt đế cống D300",,"cái","3204"
"513","3","Thoát Nước Mưa","3.29.10","Cung cấp và lắp đặt ống nhựa HDPE DN200 PN10",,"100m","3.83"
"514","3","Thoát Nước Mưa","3.29.11","Cung cấp và lắp đặt Ống thép đen D300 dày 4.57 mm",,"100m","0.21"
"515","3","Thoát Nước Mưa","3.29.12","Thi công lớp đá đệm móng",,"100m3","1.7854"
"516","3","Thoát Nước Mưa","3.29.13","Cát đệm đầm chặt móng ống yêu cầu K=0,95",,"100m3","1.5158"
"517","3","Thoát Nước Mưa","3.29.14","Quét nhựa bitum nóng xung quanh thân cống, 2 lớp",,"m2","3354.776"
"518","3","Thoát Nước Mưa","3.30","Hố ga thăm loại 1 (Htb=1.0m)",,,
"519","3","Thoát Nước Mưa","3.30.1","Đào móng hố ga, đất cấp II (tạm tính đào máy 95%)",,"100m3","0.2837"
"520","3","Thoát Nước Mưa","3.30.2","Đào móng hố ga, đất cấp II (tạm tính đào thủ công 5%)",,"m3","1.493"
"521","3","Thoát Nước Mưa","3.30.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 (tận dụng đất đào)",,"100m3","0.1866"
"522","3","Thoát Nước Mưa","3.30.4","Vận chuyển đất trong phạm vi <= 500m",,"100m3","0.112"
"523","3","Thoát Nước Mưa","3.30.5","Đá dăm 2x4 đệm đáy hố ga",,"m3","1.536"
"524","3","Thoát Nước Mưa","3.30.6","Đắp cát vàng đầm chặt đáy ga công trình, độ chặt yêu cầu K=0,95",,"100m3","0.0154"
"525","3","Thoát Nước Mưa","3.30.7","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","6.5813"
"526","3","Thoát Nước Mưa","3.30.8","Bê tông tấm đan, mái hắt, lanh tô, đá 1x2, mác 250",,"m3","1.7393"
"527","3","Thoát Nước Mưa","3.30.9","Đổ bê tông xi măng tạo dốc, lót lòng hố ga bằng máy trộn, đá 2x4, mác 100",,"m3","0.6"
"528","3","Thoát Nước Mưa","3.30.10","Công tác gia công, lắp đặt cốt thép bê tông đúc sẵn. Cốt thép tấm đan",,"tấn","0.0437"
"529","3","Thoát Nước Mưa","3.30.11","Lắp các loại cấu kiện bê tông đúc sẵn, trọng lượng <= 50kg",,"1 cấu kiện","1"
"530","3","Thoát Nước Mưa","3.30.12","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.1455"
"531","3","Thoát Nước Mưa","3.30.13","Công tác gia công lắp dựng thang sắt. Cốt thép thang sắt, đường kính cốt thép > 18mm",,"tấn","0.003"
"532","3","Thoát Nước Mưa","3.30.14","Sơn thang thép bằng sơn các loại, 2 nước lót, 1 nước phủ",,"m2","1.0852"
"533","3","Thoát Nước Mưa","3.30.15","Nắp hố ga gang 890x890x70mm, tải trọng: 25T (bao gồm hệ khung đỡ)",,"Cái","6"
"534","3","Thoát Nước Mưa","3.30.16","Trát lòng hố ga, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","16.0464"
"535","3","Thoát Nước Mưa","3.30.17","Chèn vữa xi măng M100 cho vị trí nối cống D300",,"mối nối","6"
"536","3","Thoát Nước Mưa","3.31","Hố ga thăm loại 2 (Htb=1.77m)",,,
"537","3","Thoát Nước Mưa","3.31.1","Đào móng hố ga, đất cấp II (tạm tính đào máy 95%)",,"100m3","6.351"
"538","3","Thoát Nước Mưa","3.31.2","Đào móng hố ga, đất cấp II (tạm tính đào thủ công 5%)",,"m3","33.4265"
"539","3","Thoát Nước Mưa","3.31.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 ( tận dụng đất đào)",,"100m3","4.5327"
"540","3","Thoát Nước Mưa","3.31.4","Vận chuyển đất trong phạm vi <= 500m",,"100m3","2.1526"
"541","3","Thoát Nước Mưa","3.31.5","Đá dăm 2x4 đệm đáy hố ga",,"m3","22.016"
"542","3","Thoát Nước Mưa","3.31.6","Đắp cát vàng đầm chặt đáy ga, độ chặt yêu cầu K=0,95",,"100m3","0.2202"
"543","3","Thoát Nước Mưa","3.31.7","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","155.7426"
"544","3","Thoát Nước Mưa","3.31.8","Bê tông tấm đan, mái hắt, lanh tô, đá 1x2, mác 250",,"m3","24.9293"
"545","3","Thoát Nước Mưa","3.31.9","Đổ bê tông xi măng tạo dốc, lót lòng hố ga, đá 2x4, mác 100",,"m3","8.6"
"546","3","Thoát Nước Mưa","3.31.10","Công tác gia công, lắp đặt cốt thép bê tông đúc sẵn. Cốt thép tấm đan",,"tấn","0.0437"
"547","3","Thoát Nước Mưa","3.31.11","Lắp các loại cấu kiện bê tông đúc sẵn, trọng lượng <= 50kg",,"1 cấu kiện","1"
"548","3","Thoát Nước Mưa","3.31.12","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.2375"
"549","3","Thoát Nước Mưa","3.31.13","Công tác gia công lắp dựng thang sắt. Cốt thép thang sắt, đường kính cốt thép > 18mm",,"tấn","0.0089"
"550","3","Thoát Nước Mưa","3.31.14","Sơn thang thép bằng sơn các loại, 2 nước lót, 1 nước phủ",,"m2","15.5543"
"551","3","Thoát Nước Mưa","3.31.15","Nắp hố ga gang 890x890x70mm, tải trọng: 25T (bao gồm hệ khung đỡ)",,"Cái","86"
"552","3","Thoát Nước Mưa","3.31.16","Trát lòng hố ga, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","219.1968"
"553","3","Thoát Nước Mưa","3.31.17","Chèn vữa xi măng M100 cho vị trí nối cống D300",,"mối nối","86"
"554","3","Thoát Nước Mưa","3.32","Hố ga thăm loại 2A (Htb=2,05m)",,,
"555","3","Thoát Nước Mưa","3.32.1","Đào móng hố ga, bằng máy, đất cấp II (tạm tính đào máy 95%)",,"100m3","0.1033"
"556","3","Thoát Nước Mưa","3.32.2","Đào móng hố ga, đất cấp II (tạm tính đào thủ công 5%)",,"m3","0.5435"
"557","3","Thoát Nước Mưa","3.32.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 (tận dụng đất đào)",,"100m3","0.0757"
"558","3","Thoát Nước Mưa","3.32.4","Vận chuyển đất trong phạm vi <= 500m, đất cấp II",,"100m3","0.033"
"559","3","Thoát Nước Mưa","3.32.5","Đá dăm 2x4 đệm đáy hố ga",,"m3","0.256"
"560","3","Thoát Nước Mưa","3.32.6","Đắp cát vàng đầm chặt đáy ga, độ chặt yêu cầu K=0,95",,"100m3","0.0026"
"561","3","Thoát Nước Mưa","3.32.7","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.0798"
"562","3","Thoát Nước Mưa","3.32.8","Bê tông tấm đan, mái hắt, lanh tô, đá 1x2, mác 250",,"m3","0.2899"
"563","3","Thoát Nước Mưa","3.32.9","Đổ bê tông xi măng tạo dốc, lót lòng hố ga, đá 2x4, mác 100",,"m3","0.1"
"564","3","Thoát Nước Mưa","3.32.10","Công tác gia công, lắp đặt cốt thép bê tông đúc sẵn. Cốt thép tấm đan",,"tấn","0.0437"
"565","3","Thoát Nước Mưa","3.32.11","Lắp các loại cấu kiện bê tông đúc sẵn, trọng lượng <= 50kg",,"1 cấu kiện","1"
"566","3","Thoát Nước Mưa","3.32.12","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.2606"
"567","3","Thoát Nước Mưa","3.32.13","Công tác gia công lắp dựng thang sắt. Cốt thép thang sắt, đường kính cốt thép > 18mm",,"tấn","0.0118"
"568","3","Thoát Nước Mưa","3.32.14","Sơn thang thép bằng sơn các loại, 2 nước lót, 1 nước phủ",,"m2","0.1809"
"569","3","Thoát Nước Mưa","3.32.15","Nắp hố ga gang 890x890x70mm, tải trọng: 25T (bao gồm hệ khung đỡ)",,"Cái","1"
"570","3","Thoát Nước Mưa","3.32.16","Trát lòng hố ga, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","2.5488"
"571","3","Thoát Nước Mưa","3.32.17","Chèn vữa xi măng M100 cho vị trí nối cống D300",,"mối nối","1"
"572","3","Thoát Nước Mưa","3.33","Hố ga thăm loại 3 (Htb=2.98m)",,,
"573","3","Thoát Nước Mưa","3.33.1","Đào móng hố ga, bằng máy, đất cấp II (tạm tính đào máy 95%)",,"100m3","0.2818"
"574","3","Thoát Nước Mưa","3.33.2","Đào móng hố ga, đất cấp II (tạm tính đào thủ công 5%)",,"m3","1.483"
"575","3","Thoát Nước Mưa","3.33.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 ( tận dụng đất đào)",,"100m3","0.1987"
"576","3","Thoát Nước Mưa","3.33.4","Vận chuyển đất trong phạm vi <= 500m, đất cấp II",,"100m3","0.0979"
"577","3","Thoát Nước Mưa","3.33.5","Đá dăm 2x4 đệm đáy hố ga",,"m3","1.024"
"578","3","Thoát Nước Mưa","3.33.6","Đắp cát vàng đầm chặt đáy ga, độ chặt yêu cầu K=0,95",,"100m3","0.0102"
"579","3","Thoát Nước Mưa","3.33.7","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","11.7898"
"580","3","Thoát Nước Mưa","3.33.8","Bê tông tấm đan, mái hắt, lanh tô, đá 1x2, mác 250",,"m3","1.1595"
"581","3","Thoát Nước Mưa","3.33.9","Đổ bê tông xi măng tạo dốc, lót lòng hố ga, đá 2x4, mác 100",,"m3","0.4"
"582","3","Thoát Nước Mưa","3.33.10","Công tác gia công, lắp đặt cốt thép bê tông đúc sẵn. Cốt thép tấm đan",,"tấn","0.0437"
"583","3","Thoát Nước Mưa","3.33.11","Lắp các loại cấu kiện bê tông đúc sẵn, trọng lượng <= 50kg",,"1 cấu kiện","1"
"584","3","Thoát Nước Mưa","3.33.12","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.3602"
"585","3","Thoát Nước Mưa","3.33.13","Công tác gia công lắp dựng thang sắt. Cốt thép thang sắt, đường kính cốt thép > 18mm",,"tấn","0.0207"
"586","3","Thoát Nước Mưa","3.33.14","Sơn thang thép bằng sơn các loại, 2 nước lót, 1 nước phủ",,"m2","0.7235"
"587","3","Thoát Nước Mưa","3.33.15","Nắp hố ga gang 890x890x70mm, tải trọng: 25T (bao gồm hệ khung đỡ)",,"Cái","4"
"588","3","Thoát Nước Mưa","3.33.16","Trát lòng hố ga, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","9.6928"
"589","3","Thoát Nước Mưa","3.33.17","Chèn vữa xi măng M100 cho vị trí nối cống D300",,"mối nối","4"
"590","3","Thoát Nước Mưa","3.34","Hố ga thăm loại D750 (Htb=2.5m)",,,
"591","3","Thoát Nước Mưa","3.34.1","Đào móng hố ga, bằng máy, đất cấp II (tạm tính đào máy 95%)",,"100m3","0.02"
"592","3","Thoát Nước Mưa","3.34.2","Đào móng hố ga, đất cấp II (tạm tính đào thủ công 5%)",,"m3","0.105"
"593","3","Thoát Nước Mưa","3.34.3","Đắp đất công trình, độ chặt yêu cầu K=0,90 (tận dụng đất đào)",,"100m3","0.01"
"594","3","Thoát Nước Mưa","3.34.4","Vận chuyển đất trong phạm vi <= 500m.",,"100m3","0.0111"
"595","3","Thoát Nước Mưa","3.34.5","Đá dăm 2x4 đệm đáy hố ga",,"m3","0.304"
"596","3","Thoát Nước Mưa","3.34.6","Đắp cát vàng đầm chặt đáy ga, độ chặt yêu cầu K=0,95",,"100m3","0.003"
"597","3","Thoát Nước Mưa","3.34.7","Bê tông hố van, hố ga, đá 1x2, mác 250",,"m3","2.5726"
"598","3","Thoát Nước Mưa","3.34.8","Bê tông tấm đan, mái hắt, lanh tô, đá 1x2, mác 250",,"m3","0.3529"
"599","3","Thoát Nước Mưa","3.34.9","Đổ bê tông xi măng tạo dốc, lót lòng hố ga, đá 2x4, mác 100, PCB30",,"m3","0.1"
"600","3","Thoát Nước Mưa","3.34.10","Công tác gia công, lắp đặt cốt thép bê tông đúc sẵn. Cốt thép tấm đan",,"tấn","0.0526"
"601","3","Thoát Nước Mưa","3.34.11","Lắp các loại cấu kiện bê tông đúc sẵn, trọng lượng <= 75kg",,"1 cấu kiện","1"
"602","3","Thoát Nước Mưa","3.34.12","Công tác gia công lắp dựng cốt thép. Cốt thép hố ga, đường kính cốt thép <= 10mm",,"tấn","0.3291"
"603","3","Thoát Nước Mưa","3.34.13","Công tác gia công lắp dựng thang sắt. Cốt thép thang sắt, đường kính cốt thép > 18mm",,"tấn","0.0178"
"604","3","Thoát Nước Mưa","3.34.14","Sơn thang thép bằng sơn các loại, 2 nước lót, 1 nước phủ",,"m2","0.1809"
"605","3","Thoát Nước Mưa","3.34.15","Nắp hố ga gang 890x890x70mm, tải trọng: 25T (bao gồm hệ khung đỡ)",,"Cái","1"
"606","3","Thoát Nước Mưa","3.34.16","Trát lòng hố ga, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","1.4027"
"607","3","Thoát Nước Mưa","3.34.17","Chèn vữa xi măng M100 cho vị trí nối cống D300",,"mối nối","1"
"608","3","Thoát Nước Mưa","3.34.18","Chèn vữa xi măng M100 cho vị trí nối cống D750",,"mối nối","2"
"609","3","Thoát Nước Mưa","3.35","Trạm bơm nước thải",,,
"610","3","Thoát Nước Mưa","3.35.1","Đào móng trạm bơm bằng máy, đất cấp II (tạm tính 95%)",,"100m3","1.8966"
"611","3","Thoát Nước Mưa","3.35.2","Đào đất móng trạm bơm bằng thủ công, đất cấp II (tạm tính 5%)",,"m3","9.982"
"612","3","Thoát Nước Mưa","3.35.4","Thi công lớp đá đệm móng",,"m3","15.768"
"613","3","Thoát Nước Mưa","3.35.5","Đắp đá dăm đệm công trình, độ chặt yêu cầu K=0,95",,"100m3","0.1577"
"614","3","Thoát Nước Mưa","3.35.6","Bê tông lót móng, đá 4x6, mác 100",,"m3","3.45"
"615","3","Thoát Nước Mưa","3.35.7","Bê tông trạm bơm đá 1x2, mác 250",,"m3","57.6298"
"616","3","Thoát Nước Mưa","3.35.8","Bê tông lòng trạm bơm, đá 1x2, mác 200",,"m3","1.8216"
"617","3","Thoát Nước Mưa","3.35.9","Công tác gia công lắp dựng cốt thép. Cốt thép trạm bơm, đường kính cốt thép <= 10mm",,"tấn","0.7498"
"618","3","Thoát Nước Mưa","3.35.10","Công tác gia công lắp dựng cốt thép. Cốt thép trạm bơm, đường kính cốt thép <= 18mm",,"tấn","4.024"
"619","3","Thoát Nước Mưa","3.35.11","Bê tông hố van, đá 1x2, mác 200",,"m3","95.8437"
"620","3","Thoát Nước Mưa","3.35.12","Bê tông trụ đỡ bằng đá 1x2, mác 150 (gồm cả ván khuôn, lắp dựng bê tông đỡ van)",,"m3","0.0106"
"621","3","Thoát Nước Mưa","3.35.13","Nắp hố ga gang cầu 1050x1350x80mm tải trọng 12,5kN (bao gồm hệ khung đỡ)",,"Cái","2"
"622","3","Thoát Nước Mưa","3.35.14","Nắp hố ga gang cầu 830x1130x80mm tải trọng 12,5kN (bao gồm hệ khung đỡ)",,"Cái","5"
"623","3","Thoát Nước Mưa","3.35.15","Trát thành trạm bơm, chiều dày trát 1,5cm, vữa XM mác 75",,"m2","146.718"
"624","3","Thoát Nước Mưa","3.35.16","Chèn vữa xi măng cát vàng M200 nối ống D300",,"m3","0.0141"
"625","3","Thoát Nước Mưa","3.36","Vật tư hố bơm nước thải (Cung cấp lắp đặt)",,,
"626","3","Thoát Nước Mưa","3.36.1","Van cửa nối bích D150",,"cái","2"
"627","3","Thoát Nước Mưa","3.36.2","Van 1 chiều nối bích D150",,"cái","2"
"628","3","Thoát Nước Mưa","3.36.3","Lắp dựng cấu kiện thép không gỉ các loại",,"tấn","0.0572"
"629","3","Thoát Nước Mưa","3.36.4","Gia công cấu kiện thép không gỉ các loại",,"tấn","0.0572"
"630","3","Thoát Nước Mưa","3.36.5","Bích inox D150",,"cặp bích","8"
"631","3","Thoát Nước Mưa","3.36.6","Bích inox D200",,"cặp bích","2"
"632","3","Thoát Nước Mưa","3.36.7","Bích inox đặc D200",,"cặp bích","1"
"633","3","Thoát Nước Mưa","3.36.8","Tê thép không gỉ D150x200",,"cái","2"
"634","3","Thoát Nước Mưa","3.36.9","Ống thép không gỉ D150 dày 3.4mm",,"100m","0.1"
"635","3","Thoát Nước Mưa","3.36.10","Ống thép không gỉ D200 dày 4.57mm",,"100m","0.03"
"636","3","Thoát Nước Mưa","3.36.11","Bulong neo inox D18",,"cái","16"
"637","3","Thoát Nước Mưa","3.36.12","Bulong neo inox D12",,"cái","144"
"638","3","Thoát Nước Mưa","3.36.13","Cút thép nối bích D150",,"cái","6"
"639","3","Thoát Nước Mưa","3.36.14","Nối ống đầu bích D300",,"mối nối","2"
"640","3","Thoát Nước Mưa","3.36.15","Mối nối mềm D150",,"cái","2"
"641","3","Thoát Nước Mưa","3.37","Phá dỡ và hoàn trả kết cấu vỉa hè",,,
"642","3","Thoát Nước Mưa","3.37.1","Phá dỡ kết cấu nền gạch hiện trạng",,"m3","33.48"
"643","3","Thoát Nước Mưa","3.37.2","Lát gạch vỉa hè gạch block tự chèn, chiều dày 6cm",,"m2","223.2"
"644","3","Thoát Nước Mưa","3.37.3","Đắp cát công trình, độ chặt yêu cầu K=0,90",,"100m3","0.2232"
"645","3","Thoát Nước Mưa","3.37.4","Đào xúc phế thải lên phương tiện vận chuyển và vận chuyển phế thải",,"100m3","0.3348"
"646","3","Thoát Nước Mưa","3.38","Phá dỡ và hoàn trả kết cấu đường",,,
"647","3","Thoát Nước Mưa","3.38.1","Phá dỡ mặt đường bê tông nhựa",,"m3","60.48"
"648","3","Thoát Nước Mưa","3.38.2","Đào xúc phế thải lên phương tiện vận chuyển và vận chuyển phế thải",,"100m3","0.6048"
"649","3","Thoát Nước Mưa","3.38.3","Rải thảm mặt đường bê tông nhựa hạt mịn C9.5, chiều dày mặt đường đã lèn ép 5 cm",,"100m2","0.378"
"650","3","Thoát Nước Mưa","3.38.4","Tưới nhựa thấm bám mặt đường, lượng nhựa 0,5 kg/m2",,"100m2","0.378"
"651","3","Thoát Nước Mưa","3.38.5","Rải thảm mặt đường bê tông nhựa hạt trung C12.5, chiều dày mặt đường đã lèn ép 7 cm",,"100m2","0.378"
"652","3","Thoát Nước Mưa","3.38.6","Tưới lớp dính bám mặt đường, lượng nhựa 1,5 kg/m2",,"100m2","0.378"
"653","3","Thoát Nước Mưa","3.38.7","Thi công móng cấp phối đá dăm lớp trên dày 15cm",,"100m3","0.0567"
"654","3","Thoát Nước Mưa","3.38.8","Thi công móng cấp phối đá dăm lớp dưới dày 25cm",,"100m3","0.0945"
"655","3","Thoát Nước Mưa","3.38.9","Đắp đất nền đường, độ chặt yêu cầu K=0,98",,"100m3","0.1134"
"656","4","Cấp Nước Hạ Tầng","4.1","Mạng Lưới Cấp Nước Phân Phối",,,
"657","4","Cấp Nước Hạ Tầng","4.1.1","Đào kênh mương, rãnh thoát nước, đường ống, đường cáp bằng thủ công, đất cấp II (tạm tính 5%)",,"m3","202.586"
"658","4","Cấp Nước Hạ Tầng","4.1.2","Đào kênh mương, bằng máy, đất cấp II (tạm tính 95%)",,"100m3","38.4913"
"659","4","Cấp Nước Hạ Tầng","4.1.3","Đắp đất công trình, độ chặt yêu cầu K=0,95 (tận dụng đất đào để đắp hoàn trả)",,"100m3","39.3661"
"660","4","Cấp Nước Hạ Tầng","4.1.4","Đắp cát công trình, độ chặt yêu cầu K=0,95 (cát mua mới)",,"100m3","13.1256"
"661","4","Cấp Nước Hạ Tầng","4.1.5","Vận chuyển đất trong phạm vi <= 500m",,"100m3","1.1511"
"662","4","Cấp Nước Hạ Tầng","4.1.6","Cung cấp và lắp đặt Ống Nhựa HDPE DN200 PN10-PE100",,"100m","39.08"
"663","4","Cấp Nước Hạ Tầng","4.1.7","Cung cấp và lắp đặt Ống Nhựa HDPE DN110 PN10-PE100",,"100m","0.29"
